Brand,UsedOrNew,Transmission,DriveType,FuelType,BodyType,Doors,Seats,Engine_cylinder_number,Engine_total_volume,ExteriorColour,Year,Kilometres,Price,fuel_comsumption_liter,fuel_comsumption_km
Isuzu,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,Yellow ,2016,240001.0,25950.0,8.2,100.0
Toyota,USED,Automatic,AWD,Hybrid,SUV, 5 , 7 ,4 , 2.5 ,Silver ,2021,31262.0,69990.0,5.6,100.0
Volkswagen,USED,Manual,Front,Premium,SUV, 4 , 5 ,4 , 1.4 ,Silver ,2015,209762.0,7999.0,6.9,100.0
GWM,NEW,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Blue ,2022,24.0,41485.0,7.5,100.0
Toyota,USED,Automatic,Rear,Unleaded,Commercial, 4 , 3 ,4 , 2.7 ,White ,2006,318650.0,13999.0,11.6,100.0
Hyundai,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.4 ,Silver ,2018,45454.0,23995.0,8.3,100.0
Volkswagen,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 1.4 ,Blue ,2016,77001.0,19990.0,5.4,100.0
Volkswagen,USED,Manual,AWD,Premium,Hatchback, 5 , 5 ,4 , 2 ,White ,2017,133483.0,29888.0,7.2,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 4 ,5 , 3.2 ,Blue ,2020,66204.0,54990.0,8.7,100.0
Suzuki,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.4 ,Grey ,2016,179234.0,19880.0,5.9,100.0
Hyundai,USED,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2 ,Blue ,2021,9986.0,49990.0,8.2,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Other ,2018,102534.0,29990.0,6.9,100.0
Nissan,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.5 ,White ,2009,255483.0,14995.0,9.8,100.0
Hyundai,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2019,90426.0,25880.0,7.9,100.0
Holden,USED,Automatic,Rear,Premium,Wagon, 4 , 5 ,6 , 3.6 ,White ,2016,165238.0,24990.0,11.7,100.0
Mazda,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,6 , 3.7 ,Silver ,2013,70105.0,22995.0,11.0,100.0
Mazda,USED,Automatic,4WD,Unleaded,SUV, 4 , 7 ,6 , 3.7 ,White ,2010,202901.0,14990.0,11.3,100.0
Mercedes-Benz,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Red ,2021,3620.0,82880.0,8.0,100.0
Chrysler,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.4 ,Blue ,2008,129863.0,1895.0,8.9,100.0
Mazda,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Silver ,2020,37128.0,41990.0,7.4,100.0
Ford,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 4 ,5 , 3.2 ,White ,2014,239000.0,21990.0,8.9,100.0
Ford,USED,Manual,Other,Other,Coupe, 4 , 5 ,4 , 2 ,Yellow ,2002,73500.0,159990.0,7.68,100.0
Toyota,USED,Automatic,4WD,Diesel,SUV, 4 , 7 ,4 , 2.8 ,White ,2017,218851.0,42990.0,8.0,100.0
Mitsubishi,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.3 ,White ,2016,67710.0,28990.0,5.8,100.0
Toyota,USED,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2018,22405.0,34990.0,4.2,100.0
Audi,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 1.4 ,White ,2022,24000.0,55880.0,7.2,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,3 , 1.5 ,Silver ,2021,22619.0,39888.0,5.4,100.0
Nissan,USED,Automatic,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Black ,2008,271312.0,9990.0,9.3,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,6 , 3.6 ,White ,2018,104860.0,31999.0,9.9,100.0
Ford,USED,Automatic,Rear,Unleaded,SUV, 4 , 7 ,6 , 4 ,Black ,2010,177247.0,11950.0,12.0,100.0
Jeep,USED,Automatic,4WD,Unleaded,SUV, 2 , 4 ,6 , 3.6 ,White ,2012,175000.0,22990.0,11.6,100.0
Toyota,USED,Automatic,Front,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,Grey ,2022,18838.0,63490.0,4.7,100.0
Mercedes-Benz,USED,Automatic,Rear,Diesel,Sedan, 4 , 5 ,4 , 2.1 ,Silver ,2014,132782.0,33800.0,4.5,100.0
Volkswagen,USED,Automatic,AWD,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Blue ,2010,147577.0,18800.0,7.68,100.0
Toyota,USED,Automatic,Front,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,Black ,2021,23734.0,57990.0,4.7,100.0
Ford,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Brown ,2019,30442.0,35888.0,8.6,100.0
Subaru,USED,Automatic,AWD,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2016,53138.0,22890.0,6.8,100.0
BMW,USED,Automatic,Rear,Premium,Coupe, 2 , 4 ,4 , 2 ,Black ,2015,124100.0,24999.0,6.4,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,White ,2016,178227.0,36999.0,7.68,100.0
Holden,USED,Manual,Rear,Premium,Sedan, 4 , 5 ,8 , 6 ,Silver ,2008,210000.0,25990.0,14.6,100.0
Mercedes-Benz,USED,Automatic,AWD,Premium,Coupe, 2 , 4 ,6 , 3 ,Grey ,2020,45763.0,88999.0,9.5,100.0
Volkswagen,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,6 , 3 ,Grey ,2020,119169.0,44990.0,9.0,100.0
Volkswagen,NEW,Automatic,Front,Premium,Hatchback, 4 , 5 ,4 , 2 ,Grey ,2023,15.0,48787.0,7.5,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Blue ,2020,56207.0,24990.0,7.4,100.0
Volkswagen,USED,Automatic,Front,Premium,Wagon, 4 , 5 ,4 , 1.4 ,White ,2020,87956.0,32990.0,5.6,100.0
Subaru,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2.5 ,Grey ,2017,62373.0,32880.0,7.3,100.0
Toyota,USED,Automatic,Rear,Unleaded,Commercial, 4 , 5 ,4 , 2 ,Blue ,2013,162055.0,24500.0,7.68,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,White ,2019,78858.0,32388.0,7.419999999999999,100.0
Toyota,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2015,196174.0,36990.0,8.5,100.0
Toyota,USED,Automatic,AWD,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,Blue ,2020,61531.0,45888.0,4.8,100.0
Ford,USED,Automatic,Rear,Diesel,Ute  Tray, 2 , 2 ,4 , 2.2 ,White ,2016,192000.0,21990.0,7.5,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Red ,2020,50067.0,23900.0,7.4,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Blue ,2020,62919.0,23990.0,7.4,100.0
Volkswagen,USED,Manual,Front,Premium,Hatchback, 5 , 5 ,4 , 1.2 ,Black ,2011,86331.0,13880.0,6.4,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Black ,2019,50998.0,32999.0,6.0,100.0
Ford,USED,Automatic,Other,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,White ,2013,244933.0,27950.0,7.68,100.0
Toyota,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2.2 ,Blue ,2017,114206.0,33999.0,6.5,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,3 , 1.2 ,Red ,2014,38416.0,12999.0,4.9,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 4 ,5 , 3.2 ,White ,2018,93400.0,44990.0,8.7,100.0
Audi,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,6 , 3 ,White ,2018,98169.0,61800.0,8.7,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,White ,2014,71044.0,24999.0,7.239999999999999,100.0
Honda,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 1.5 ,White ,2021,12491.0,48888.0,7.4,100.0
Audi,USED,Automatic,AWD,Hybrid,SUV, 4 , 5 ,4 , 2 ,White ,2021,44493.0,64888.0,5.4,100.0
Mitsubishi,USED,Manual,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Silver ,2017,147393.0,12999.0,6.9,100.0
Audi,USED,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 1.5 ,White ,2022,6845.0,46880.0,4.9,100.0
Volkswagen,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2 ,White ,2018,37388.0,36987.0,6.1,100.0
Mazda,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,6 , 3.7 ,White ,2015,210182.0,16990.0,11.0,100.0
Toyota,USED,Automatic,Other,Diesel,Commercial, 4 , 5 ,4 , 2 ,White ,2009,202235.0,29900.0,7.68,100.0
Ford,USED,Automatic,Other,Other,Ute  Tray, 4 , 5 ,4 , 2 ,White ,2018,131243.0,45888.0,7.68,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Silver ,2017,140105.0,26990.0,7.4,100.0
Honda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,Silver ,2011,115272.0,12990.0,6.7,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Blue ,2018,81804.0,31990.0,7.4,100.0
Suzuki,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.2 ,Red ,2018,15878.0,22995.0,4.8,100.0
Toyota,USED,Automatic,Other,Unleaded,Commercial, 4 , 5 ,4 , 2 ,Black ,2000,184037.0,9999.0,7.68,100.0
Holden,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.4 ,Grey ,2011,141125.0,10995.0,6.9,100.0
Volkswagen,DEMO,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Grey ,2022,10.0,59990.0,8.5,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Silver ,2019,37531.0,29990.0,7.9,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,Blue ,2018,53467.0,28950.0,7.8,100.0
Volkswagen,USED,Manual,Front,Premium,Hatchback, 5 , 5 ,4 , 1.2 ,White ,2017,24842.0,19880.0,4.8,100.0
Toyota,USED,Automatic,Rear,Unleaded,Commercial, 4 , 5 ,4 , 2 ,Silver ,2020,71106.0,34000.0,7.419999999999999,100.0
Ford,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,White ,2012,215120.0,26999.0,8.1,100.0
BMW,USED,Automatic,Rear,Premium,Coupe, 2 , 4 ,6 , 3 ,White ,2015,165711.0,29980.0,7.6,100.0
MG,NEW,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 1.5 ,Silver ,2022,15.0,19490.0,6.7,100.0
Toyota,USED,Automatic,Rear,Diesel,Commercial, 4 , 3 ,4 , 3 ,White ,2008,186474.0,22999.0,8.8,100.0
Toyota,USED,Automatic,Front,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,White ,2021,26758.0,48990.0,4.7,100.0
Audi,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,5 , 2.5 ,Blue ,2021,9998.0,108888.0,8.9,100.0
Audi,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 2 ,White ,2016,45313.0,31880.0,5.9,100.0
Kia,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.2 ,Grey ,2016,95223.0,29990.0,7.8,100.0
Holden,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 3.8 ,Silver ,2004,94721.0,8990.0,11.0,100.0
Toyota,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,Grey ,2019,84948.0,62990.0,8.5,100.0
Ford,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 1.5 ,Blue ,2016,78674.0,19888.0,6.5,100.0
BMW,USED,Automatic,Rear,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Silver ,2014,183063.0,20800.0,7.68,100.0
Hyundai,USED,Automatic,Front,Unleaded,Wagon, 4 , 5 ,4 , 2 ,Silver ,2014,48070.0,20490.0,7.2,100.0
Suzuki,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.4 ,White ,2016,134605.0,14995.0,6.2,100.0
Nissan,USED,Automatic,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,White ,2018,53343.0,35990.0,8.3,100.0
Mercedes-Benz,USED,Automatic,Rear,Diesel,Sedan, 4 , 5 ,6 , 3 ,Black ,2018,66445.0,71880.0,5.6,100.0
Kia,USED,Automatic,Front,Unleaded,Wagon, 4 , 7 ,4 , 2 ,Grey ,2008,332493.0,2995.0,8.6,100.0
Holden,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,Silver ,2016,202279.0,23995.0,9.1,100.0
Land,USED,Automatic,Other,Diesel,Wagon, 4 , 5 ,4 , 2 ,White ,2014,211697.0,41999.0,7.68,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Other ,2007,222000.0,7950.0,9.7,100.0
Mazda,USED,Automatic,Rear,Diesel,Ute  Tray, 4 , 4 ,5 , 3.2 ,Grey ,2020,33588.0,43995.0,9.3,100.0
Mazda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Black ,2011,123892.0,13990.0,8.2,100.0
Mini,USED,Automatic,Front,Electric,Hatchback, 3 , 4 ,4 , 2 ,Black ,2022,6000.0,54280.0,0.0,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Grey ,2020,55566.0,23990.0,7.4,100.0
Ford,USED,Manual,Rear,Premium,Hatchback, 2 , 4 ,8 , 5 ,Silver ,2021,7222.0,69990.0,13.0,100.0
Holden,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 3.6 ,Grey ,2007,145827.0,11880.0,11.0,100.0
Toyota,USED,Automatic,AWD,Premium,Commercial, 4 , 7 ,4 , 2 ,White ,2011,104000.0,19995.0,7.1,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,Black ,2021,24850.0,59990.0,8.9,100.0
Subaru,USED,Automatic,Other,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Blue ,2015,81594.0,22500.0,7.24,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.3 ,White ,2015,64896.0,17990.0,6.3,100.0
BMW,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,8 , 4.4 ,Black ,2016,81663.0,79990.0,9.9,100.0
Toyota,USED,Automatic,Other,Diesel,Commercial, 4 , 5 ,4 , 2 ,Silver ,2006,205000.0,36888.0,6.8,100.0
Holden,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,4 , 2.4 ,White ,2016,166540.0,13999.0,9.0,100.0
Mitsubishi,USED,Automatic,Other,Diesel,Wagon, 4 , 5 ,4 , 2 ,White ,2015,216527.0,20999.0,7.68,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2016,229050.0,28990.0,9.2,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Silver ,2004,228966.0,9995.0,8.9,100.0
Mazda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Silver ,2005,179958.0,8990.0,8.9,100.0
Skoda,DEMO,Automatic,4WD,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2023,1500.0,54990.0,6.9,100.0
Honda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.8 ,Grey ,2008,147000.0,10950.0,7.2,100.0
Land,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,White ,2017,59207.0,41990.0,5.3,100.0
Toyota,USED,Manual,Rear,Premium,Sedan, 4 , 5 ,4 , 2 ,Gold ,1998,158001.0,59990.0,7.56,100.0
Mazda,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,4 , 2.5 ,White ,2017,111570.0,29990.0,8.4,100.0
Opel,USED,Automatic,Front,Premium,Wagon, 4 , 5 ,4 , 1.6 ,Black ,2012,125254.0,14995.0,7.4,100.0
Jeep,USED,Automatic,4WD,Unleaded,SUV, 4 , 5 ,6 , 3.6 ,Grey ,2021,10831.0,69990.0,9.7,100.0
Mazda,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,4 , 2.5 ,Black ,2019,45119.0,41990.0,8.4,100.0
Volkswagen,DEMO,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Grey ,2022,3822.0,61990.0,8.1,100.0
Volkswagen,USED,Automatic,Other,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,Brown ,2013,232998.0,19990.0,7.68,100.0
Volkswagen,NEW,Automatic,AWD,Diesel,SUV, 4 , 5 ,6 , 3 ,Grey ,2022,15.0,98887.0,6.8,100.0
Toyota,USED,Manual,4WD,Diesel,Ute  Tray, 2 , 2 ,8 , 4.5 ,Grey ,2017,41230.0,74990.0,10.7,100.0
Ford,USED,Manual,AWD,Premium,Hatchback, 5 , 5 ,4 , 2.3 ,Blue ,2018,28681.0,53990.0,8.1,100.0
Mitsubishi,USED,Automatic,Other,Unleaded,Commercial, 4 , 5 ,4 , 2 ,White ,2005,98032.0,24995.0,7.68,100.0
Jeep,USED,Automatic,4WD,Premium,SUV, 4 , 5 ,4 , 2.4 ,Black ,2013,152000.0,13900.0,8.5,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Silver ,2010,117893.0,15999.0,9.6,100.0
Mazda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,Grey ,2010,95684.0,12990.0,6.8,100.0
Volkswagen,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2019,83426.0,43987.0,8.1,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,Silver ,2017,69988.0,25990.0,7.9,100.0
Audi,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,Blue ,2018,49113.0,47990.0,5.5,100.0
Toyota,USED,Automatic,Other,Other,Wagon, 4 , 5 ,4 , 2 ,White ,2011,95752.0,17995.0,7.68,100.0
GWM,NEW,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Black ,2022,15.0,41485.0,7.5,100.0
Mazda,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,Grey ,2021,33132.0,56950.0,8.0,100.0
Subaru,USED,Automatic,AWD,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,White ,2018,91864.0,24990.0,7.3,100.0
Toyota,USED,Automatic,Other,Unleaded,Wagon, 4 , 5 ,4 , 2 ,Black ,2014,103920.0,33999.0,7.68,100.0
Mitsubishi,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,Grey ,2016,105012.0,21950.0,7.5,100.0
Nissan,USED,Automatic,Other,Unleaded,Wagon, 4 , 5 ,4 , 2 ,Blue ,2013,113983.0,18990.0,7.68,100.0
Holden,USED,Automatic,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2018,177141.0,21950.0,8.8,100.0
Volkswagen,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Grey ,2018,122256.0,24990.0,7.5,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2 ,Blue ,2017,111480.0,25999.0,7.0,100.0
Mazda,USED,Manual,Rear,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2011,182676.0,16995.0,8.4,100.0
Honda,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,4 , 1.5 ,White ,2019,59860.0,34990.0,7.3,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,Silver ,2007,110068.0,26888.0,7.68,100.0
Hyundai,USED,Manual,Front,Premium,Sedan, 4 , 5 ,4 , 2 ,Blue ,2022,3522.0,54990.0,8.2,100.0
Mercedes-Benz,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 2 ,Grey ,2010,170000.0,8995.0,8.1,100.0
Mazda,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Silver ,2013,149666.0,17886.0,7.4,100.0
Volkswagen,NEW,Automatic,Front,Premium,Hatchback, 4 , 5 ,4 , 2 ,Black ,2023,15.0,70887.0,7.140000000000001,100.0
Mitsubishi,USED,Automatic,Other,Diesel,Wagon, 4 , 5 ,4 , 2 ,White ,2014,119474.0,26999.0,7.0200000000000005,100.0
Toyota,USED,Automatic,AWD,Premium,SUV, 5 , 7 ,6 , 3.5 ,Blue ,2021,17910.0,56880.0,8.8,100.0
Volkswagen,NEW,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Black ,2023,15.0,59650.0,7.3,100.0
Hyundai,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,Blue ,2016,122401.0,26990.0,6.8,100.0
Volvo,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2014,92285.0,23989.0,7.0,100.0
Toyota,USED,Automatic,Other,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2015,124297.0,44888.0,7.68,100.0
Porsche,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,6 , 3 ,Gold ,2016,114202.0,59950.0,8.7,100.0
Honda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,6 , 3 ,Gold ,2006,209508.0,6949.0,10.6,100.0
Toyota,USED,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2021,43083.0,33990.0,4.2,100.0
Audi,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2019,49431.0,54990.0,7.3,100.0
Isuzu,USED,Automatic,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,White ,2016,173007.0,23888.0,7.9,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,Silver ,2015,152379.0,31995.0,7.58,100.0
Holden,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2016,73059.0,38888.0,9.1,100.0
Mazda,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Black ,2009,162018.0,10949.0,9.4,100.0
Toyota,USED,Automatic,Front,Hybrid,SUV, 4 , 5 ,3 , 1.5 ,White ,2020,55929.0,32990.0,3.8,100.0
Mini,USED,Automatic,Front,Premium,Convertible, 2 , 4 ,4 , 2 ,Orange ,2018,26758.0,42999.0,5.7,100.0
Nissan,USED,Automatic,Other,Diesel,Wagon, 4 , 5 ,4 , 2 ,Red ,2015,92736.0,22999.0,7.68,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Silver ,2018,176576.0,18995.0,7.9,100.0
Kia,USED,Automatic,Front,Unleaded,Wagon, 4 , 8 ,6 , 2.7 ,Silver ,2008,262175.0,7995.0,11.0,100.0
Holden,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.4 ,Grey ,2011,211309.0,7950.0,6.9,100.0
Volkswagen,USED,Automatic,AWD,Premium,Wagon, 4 , 5 ,4 , 2 ,White ,2018,63751.0,41990.0,7.4,100.0
Mini,USED,Automatic,Front,Electric,Hatchback, 3 , 4 ,4 , 2 ,Red ,2021,7300.0,49999.0,0.0,100.0
Audi,USED,Automatic,AWD,Premium,Hatchback, 5 , 4 ,4 , 2 ,White ,2010,44175.0,26990.0,7.5,100.0
Toyota,USED,Automatic,Other,Unleaded,Wagon, 4 , 5 ,4 , 2 ,White ,2014,91058.0,32999.0,7.380000000000001,100.0
Ford,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.6 ,Red ,2012,102864.0,9950.0,6.1,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,White ,2019,61665.0,32888.0,7.419999999999999,100.0
Mini,USED,Automatic,Front,Electric,Hatchback, 3 , 4 ,4 , 2 ,Red ,2022,6200.0,57344.0,0.0,100.0
Kia,USED,Automatic,Front,Unleaded,Wagon, 4 , 8 ,6 , 3.3 ,Silver ,2018,64847.0,46990.0,11.6,100.0
Hyundai,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.2 ,Silver ,2012,139586.0,20995.0,7.3,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2016,254164.0,29888.0,9.2,100.0
Audi,USED,Automatic,AWD,Premium,Sedan, 4 , 5 ,4 , 2 ,White ,2015,83657.0,33990.0,6.9,100.0
Audi,USED,Automatic,AWD,Hybrid,Other, 4 , 5 ,8 , 4 ,White ,2020,43003.0,189990.0,11.6,100.0
Toyota,USED,Automatic,Other,Unleaded,Wagon, 4 , 5 ,4 , 2 ,White ,2012,117974.0,27995.0,7.68,100.0
Toyota,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2018,232955.0,32950.0,8.5,100.0
Holden,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,Silver ,2014,136416.0,26990.0,9.1,100.0
Toyota,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.8 ,White ,2015,65605.0,44990.0,8.6,100.0
Toyota,USED,Automatic,Other,Other,Hatchback, 4 , 5 ,4 , 2 ,White ,2022,166.0,31388.0,7.4,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Red ,2010,158011.0,9999.0,8.2,100.0
Volkswagen,USED,Automatic,Other,Diesel,Wagon, 4 , 5 ,4 , 2 ,Grey ,2008,190573.0,15999.0,7.68,100.0
Nissan,USED,Automatic,Front,Premium,SUV, 5 , 5 ,3 , 1 ,White ,2021,8638.0,37990.0,5.8,100.0
Volkswagen,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,6 , 3 ,Silver ,2022,15695.0,109280.0,6.8,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Grey ,2017,85157.0,27990.0,6.9,100.0
Toyota,USED,Automatic,AWD,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,Black ,2023,182.0,64990.0,4.8,100.0
Mercedes-Benz,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2018,34015.0,43990.0,4.74,100.0
